Dim1,Dim2,Word,Epoch
27.678251266479492,17.212787628173828,mailbox,Epoch_30
49.66237258911133,38.110164642333984,alien,Epoch_30
-28.186920166015625,-11.957805633544922,signal,Epoch_30
90.41068267822266,-11.193049430847168,rapid,Epoch_30
-22.7141056060791,9.747267723083496,monkeys,Epoch_30
21.5648250579834,-4.574799060821533,sheila,Epoch_30
76.81368255615234,-38.633262634277344,drift,Epoch_30
62.69913864135742,69.73612976074219,experts,Epoch_30
5.857397079467773,-66.80902099609375,slaves,Epoch_30
-37.186241149902344,-29.20447540283203,wives,Epoch_30
-16.95475196838379,88.21387481689453,raw,Epoch_30
-55.04374694824219,43.83076477050781,peggy,Epoch_30
71.94000244140625,-11.83242416381836,provided,Epoch_30
-6.603204250335693,44.07266616821289,matthew,Epoch_30
36.65388107299805,-88.40155792236328,drawings,Epoch_30
-17.22531509399414,88.45257568359375,la,Epoch_30
-65.56914520263672,61.07241439819336,cooks,Epoch_30
-48.7699089050293,70.79149627685547,boxes,Epoch_30
-19.283042907714844,-12.116722106933594,shivered,Epoch_30
-18.1355037689209,95.30419921875,thoughtfully,Epoch_30
-63.248531341552734,-7.664011478424072,she,Epoch_30
76.07980346679688,10.105116844177246,erosion,Epoch_30
38.57942581176758,-39.27629852294922,crosses,Epoch_30
84.83289337158203,-4.925680160522461,relatives,Epoch_30
-28.379852294921875,70.22306060791016,puzzles,Epoch_30
71.55242919921875,84.89959716796875,escape,Epoch_30
-0.30721578001976013,-45.63951873779297,lambs,Epoch_30
27.541648864746094,7.870168685913086,bookcase,Epoch_30
86.8187026977539,62.0616455078125,annoyed,Epoch_30
17.644678115844727,-15.754673957824707,performance,Epoch_30
-36.706138610839844,81.03225708007812,joseph,Epoch_30
44.25782775878906,-55.73158264160156,dries,Epoch_30
18.423355102539062,7.530982971191406,feverishly,Epoch_30
-7.124632358551025,32.62006378173828,finally,Epoch_30
50.19658660888672,50.63899230957031,unknown,Epoch_30
37.598854064941406,6.745475769042969,margo,Epoch_30
35.43572235107422,86.00933074951172,avoiding,Epoch_30
27.512990951538086,17.548248291015625,sailboat,Epoch_30
93.37962341308594,-18.64962387084961,richest,Epoch_30
-95.35857391357422,28.84786605834961,kinds,Epoch_30
39.508968353271484,-12.306994438171387,veronica,Epoch_30
15.845613479614258,-71.11095428466797,lapped,Epoch_30
-67.15082550048828,-19.109039306640625,gene,Epoch_30
-60.838409423828125,54.80470275878906,kicked,Epoch_30
5.939244270324707,1.8677629232406616,ruffled,Epoch_30
-54.30061340332031,5.991774082183838,hooked,Epoch_30
69.40802001953125,29.611148834228516,ezra,Epoch_30
67.8970718383789,-16.491304397583008,ram,Epoch_30
2.333681106567383,-87.92911529541016,sticky,Epoch_30
77.06407165527344,42.694969177246094,interests,Epoch_30
-44.12958908081055,78.56089782714844,boss,Epoch_30
63.89535903930664,-59.71043395996094,drops,Epoch_30
-56.187774658203125,10.620223045349121,jeff,Epoch_30
-24.25084114074707,-1.462561011314392,cooing,Epoch_30
-38.55581283569336,83.06272888183594,sash,Epoch_30
-62.550743103027344,26.127002716064453,meets,Epoch_30
60.621337890625,-2.753246307373047,raccoon,Epoch_30
-23.429744720458984,23.745729446411133,bundle,Epoch_30
-36.68757247924805,64.92765808105469,pacing,Epoch_30
51.37690353393555,-29.819583892822266,breast,Epoch_30
63.79179000854492,-44.32143783569336,greet,Epoch_30
-16.887767791748047,-67.68848419189453,terry,Epoch_30
-28.640945434570312,-60.594573974609375,verbs,Epoch_30
56.52667236328125,-80.15401458740234,strand,Epoch_30
19.614086151123047,57.60212707519531,magicians,Epoch_30
43.427555084228516,22.67743682861328,solution,Epoch_30
